REF_DATE,GEO,DGUID,Type of structure,Type of unit,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,POP
2010,"Red Deer, Alberta",2011S0504830,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823534,156.2.2,616.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823668,156.2.3,841.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823802,156.2.4,930.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823936,156.1.1,592.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824070,156.1.2,706.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824204,156.1.3,817.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824338,156.1.4,933.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824472,156.4.1,592.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824660,156.4.2,709.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824848,156.4.3,818.0,,,,0,93289.0
2010,"Red Deer, Alberta",2011S0504830,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825036,156.4.4,936.0,,,,0,93289.0
2010,"Strathmore, Alberta",2011S0504826,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843676,243.3.2,756.0,,,,0,12373.0
2010,"Strathmore, Alberta",2011S0504826,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843716,243.3.3,850.0,,,,0,12373.0
2010,"Strathmore, Alberta",2011S0504826,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843756,243.3.4,938.0,,,,0,12373.0
2010,"Strathmore, Alberta",2011S0504826,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843876,243.2.3,864.0,,,,0,12373.0
2010,"Strathmore, Alberta",2011S0504826,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53844036,243.1.3,846.0,,,,0,12373.0
2010,"Strathmore, Alberta",2011S0504826,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53844076,243.1.4,889.0,,,,0,12373.0
2010,"Strathmore, Alberta",2011S0504826,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844196,243.4.3,853.0,,,,0,12373.0
2010,"Sylvan Lake, Alberta",2011S0504831,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843677,244.3.2,623.0,,,,0,12860.0
2010,"Sylvan Lake, Alberta",2011S0504831,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843717,244.3.3,807.0,,,,0,12860.0
2010,"Sylvan Lake, Alberta",2011S0504831,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843757,244.3.4,736.0,,,,0,12860.0
2010,"Sylvan Lake, Alberta",2011S0504831,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843997,244.1.2,623.0,,,,0,12860.0
2010,"Sylvan Lake, Alberta",2011S0504831,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53844037,244.1.3,715.0,,,,0,12860.0
2010,"Sylvan Lake, Alberta",2011S0504831,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53844077,244.1.4,736.0,,,,0,12860.0
2010,"Sylvan Lake, Alberta",2011S0504831,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844157,244.4.2,623.0,,,,0,12860.0
2010,"Sylvan Lake, Alberta",2011S0504831,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844197,244.4.3,689.0,,,,0,12860.0
2010,"Wetaskiwin, Alberta",2011S0504865,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872779,158.3.2,676.0,,,,0,12640.0
2010,"Wetaskiwin, Alberta",2011S0504865,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872807,158.3.3,776.0,,,,0,12640.0
2010,"Wetaskiwin, Alberta",2011S0504865,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872835,158.3.4,876.0,,,,0,12640.0
2010,"Wetaskiwin, Alberta",2011S0504865,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872919,158.2.3,741.0,,,,0,12640.0
2010,"Wetaskiwin, Alberta",2011S0504865,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872947,158.2.4,898.0,,,,0,12640.0
2010,"Wetaskiwin, Alberta",2011S0504865,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3873003,158.1.2,676.0,,,,0,12640.0
2010,"Wetaskiwin, Alberta",2011S0504865,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873031,158.1.3,789.0,,,,0,12640.0
2010,"Wetaskiwin, Alberta",2011S0504865,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824726,158.4.2,681.0,,,,0,12640.0
2010,"Wetaskiwin, Alberta",2011S0504865,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824914,158.4.3,794.0,,,,0,12640.0
2010,"Wood Buffalo, Alberta",2011S0504860,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872736,149.3.1,1405.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872764,149.3.2,1792.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872792,149.3.3,2210.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872820,149.3.4,2673.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872960,149.1.1,1405.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872988,149.1.2,1792.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873016,149.1.3,2210.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873044,149.1.4,2525.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824497,149.4.1,1405.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824685,149.4.2,1792.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824873,149.4.3,2210.0,,,,0,67170.0
2010,"Wood Buffalo, Alberta",2011S0504860,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825061,149.4.4,2525.0,,,,0,67170.0
2010,"Campbell River, British Columbia",2011S0504944,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872752,161.3.1,490.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872780,161.3.2,586.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872808,161.3.3,696.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872836,161.3.4,915.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3872892,161.2.2,565.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872920,161.2.3,693.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872948,161.2.4,950.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872976,161.1.1,490.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3873004,161.1.2,588.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873032,161.1.3,696.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873060,161.1.4,795.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824544,161.4.1,496.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824732,161.4.2,589.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824920,161.4.3,695.0,,,,0,36544.0
2010,"Campbell River, British Columbia",2011S0504944,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825108,161.4.4,827.0,,,,0,36544.0
2010,"Chilliwack, British Columbia",2011S0504930,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822846,162.3.1,487.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822980,162.3.2,602.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823114,162.3.3,741.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823248,162.3.4,892.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823650,162.2.3,721.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823784,162.2.4,1005.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823918,162.1.1,487.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824052,162.1.2,604.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824186,162.1.3,743.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824320,162.1.4,771.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824454,162.4.1,489.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824642,162.4.2,605.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824830,162.4.3,744.0,,,,0,94373.0
2010,"Chilliwack, British Columbia",2011S0504930,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825018,162.4.4,762.0,,,,0,94373.0
2010,"Courtenay, British Columbia",2011S0504943,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822848,163.3.1,538.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822982,163.3.2,639.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823116,163.3.3,765.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823250,163.3.4,791.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823652,163.2.3,725.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823786,163.2.4,848.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823920,163.1.1,538.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824054,163.1.2,639.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824188,163.1.3,772.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824322,163.1.4,731.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824456,163.4.1,538.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824644,163.4.2,641.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824832,163.4.3,774.0,,,,0,55355.0
2010,"Courtenay, British Columbia",2011S0504943,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825020,163.4.4,724.0,,,,0,55355.0
2010,"Cranbrook, British Columbia",2011S0504905,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872732,164.3.1,530.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872760,164.3.2,584.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872788,164.3.3,706.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872816,164.3.4,804.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3872872,164.2.2,607.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872900,164.2.3,715.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872928,164.2.4,809.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872956,164.1.1,523.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872984,164.1.2,583.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873012,164.1.3,705.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873040,164.1.4,794.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824491,164.4.1,537.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824679,164.4.2,590.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824867,164.4.3,703.0,,,,0,25423.0
2010,"Cranbrook, British Columbia",2011S0504905,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825055,164.4.4,772.0,,,,0,25423.0
2010,"Dawson Creek, British Columbia",2011S0504975,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872733,165.3.1,621.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872761,165.3.2,713.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872789,165.3.3,948.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872817,165.3.4,1056.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872901,165.2.3,989.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872929,165.2.4,1062.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872957,165.1.1,621.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872985,165.1.2,714.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873013,165.1.3,936.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873041,165.1.4,1033.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824492,165.4.1,621.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824680,165.4.2,716.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824868,165.4.3,933.0,,,,0,18125.0
2010,"Dawson Creek, British Columbia",2011S0504975,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825056,165.4.4,1033.0,,,,0,18125.0
2010,"Duncan, British Columbia",2011S0504937,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822897,166.3.1,517.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823031,166.3.2,619.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823165,166.3.3,716.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823299,166.3.4,921.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823567,166.2.2,656.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823701,166.2.3,722.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823835,166.2.4,928.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823969,166.1.1,517.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824103,166.1.2,616.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824237,166.1.3,715.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824371,166.1.4,896.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824550,166.4.1,517.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824738,166.4.2,616.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824926,166.4.3,715.0,,,,0,43768.0
2010,"Duncan, British Columbia",2011S0504937,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825114,166.4.4,884.0,,,,0,43768.0
2010,"Fort St. John, British Columbia",2011S0504977,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872737,167.3.1,596.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872765,167.3.2,701.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872793,167.3.3,915.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872821,167.3.4,1044.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3872877,167.2.2,655.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3872905,167.2.3,966.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3872933,167.2.4,1059.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3872961,167.1.1,596.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3872989,167.1.2,706.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3873017,167.1.3,902.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3873045,167.1.4,935.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824498,167.4.1,596.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824686,167.4.2,707.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824874,167.4.3,904.0,,,,0,26842.0
2010,"Fort St. John, British Columbia",2011S0504977,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825062,167.4.4,937.0,,,,0,26842.0
2010,"Kamloops, British Columbia",2011S0504925,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822853,168.3.1,600.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822987,168.3.2,683.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823121,168.3.3,827.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823255,168.3.4,1071.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823523,168.2.2,591.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823657,168.2.3,915.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823791,168.2.4,1078.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823925,168.1.1,602.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824059,168.1.2,685.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824193,168.1.3,816.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824327,168.1.4,1032.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824461,168.4.1,604.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824649,168.4.2,685.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824837,168.4.3,816.0,,,,0,100614.0
2010,"Kamloops, British Columbia",2011S0504925,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825025,168.4.4,1043.0,,,,0,100614.0
2010,"Kelowna, British Columbia",2011S0503915,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822854,169.3.1,587.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822988,169.3.2,739.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823122,169.3.3,893.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823256,169.3.4,1038.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823524,169.2.2,650.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823658,169.2.3,861.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823792,169.2.4,1066.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823926,169.1.1,587.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824060,169.1.2,740.0,,,,0,181420.0
2010,"Kelowna, British Columbia",2011S0503915,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824194,169.1.3,898.0,,,,0,181420.0
